delivery_id,frame_id,x,y,visibility,timestamp,pitch_type,ball_speed,camera_id
1,17777,591.8571428571427,314.642857142857,1,592.5666666666667,,,Camera 2
1,17778,600.5476190476192,319.7142857142857,1,592.6,,,Camera 2
1,17779,607.8333333333335,324.00000000000006,1,592.6333333333333,,,Camera 2
1,17780,614.0476190476193,328.0000000000001,1,592.6666666666666,,,Camera 2
1,17781,619.2857142857146,332.19047619047626,1,592.7,,,Camera 2
1,17782,624.5238095238099,337.4285714285715,1,592.7333333333333,,,Camera 2
1,17783,630.3333333333336,344.04761904761915,1,592.7666666666667,,,Camera 2
1,17784,637.2857142857146,354.47619047619065,1,592.8,,,Camera 2
1,17785,647.8571428571431,361.0952380952383,1,592.8333333333334,,,Camera 2
1,17786,655.714285714286,363.19047619047655,1,592.8666666666667,,,Camera 2
1,17787,662.5238095238097,359.3333333333339,1,592.9,,,Camera 2
1,17788,668.5238095238097,346.57142857142924,1,592.9333333333333,,,Camera 2
1,17789,673.4285714285718,327.1428571428579,1,592.9666666666667,,,Camera 2
1,17790,679.571428571429,308.3333333333341,1,593,,,Camera 2
1,17791,689.6190476190479,285.8095238095246,1,593.0333333333333,,,Camera 2
1,17792,697.0476190476195,269.5238095238102,1,593.0666666666667,,,Camera 2
1,17793,703.6666666666671,257.380952380953,1,593.1,,,Camera 2
1,17794,708.9523809523813,245.95238095238156,1,593.1333333333333,,,Camera 2
1,17795,714.0476190476194,233.42857142857198,1,593.1666666666666,,,Camera 2
1,17796,719.4285714285718,220.71428571428623,1,593.2,,,Camera 2
1,17797,727.2380952380956,207.00000000000045,1,593.2333333333333,,,Camera 2
1,17798,733.3809523809527,198.0952380952385,1,593.2666666666667,,,Camera 2
1,17799,738.7142857142861,191.80952380952417,1,593.3,,,Camera 2
1,17800,742.8095238095242,187.76190476190507,1,593.3333333333334,,,Camera 2
1,17801,748.0952380952385,183.42857142857173,1,593.3666666666667,,,Camera 2
1,17802,753.1904761904765,178.0000000000003,1,593.4,,,Camera 2
1,17803,760.2380952380956,171.28571428571453,1,593.4333333333333,,,Camera 2
1,17804,766.0000000000005,166.71428571428595,1,593.4666666666667,,,Camera 2
1,17805,770.7619047619053,163.2857142857145,1,593.5,,,Camera 2
1,17806,774.0000000000005,161.5238095238097,1,593.5333333333333,,,Camera 2
1,17807,777.0476190476195,161.3095238095239,1,593.5666666666667,,,Camera 2
1,17808,781.2619047619053,161.5952380952382,1,593.6,,,Camera 2
1,17809,787.8095238095245,161.71428571428584,1,593.6333333333333,,,Camera 2
2,18767,593.8571428571427,316.71428571428567,1,625.5666666666667,,,Camera 2
2,18768,597.0952380952383,315.5476190476192,1,625.6,,,Camera 2
2,18769,602.52380952381,316.261904761905,1,625.6333333333333,,,Camera 2
2,18770,608.8095238095242,318.1904761904764,1,625.6666666666666,,,Camera 2
2,18771,613.1428571428575,320.0952380952383,1,625.7,,,Camera 2
2,18772,618.0000000000003,322.61904761904776,1,625.7333333333333,,,Camera 2
2,18773,623.1428571428573,325.90476190476204,1,625.7666666666667,,,Camera 2
2,18774,629.7619047619052,331.19047619047626,1,625.8,,,Camera 2
2,18775,638.666666666667,339.2857142857144,1,625.8333333333334,,,Camera 2
2,18776,645.0476190476194,348.28571428571445,1,625.8666666666667,,,Camera 2
2,18777,650.0952380952384,355.619047619048,1,625.9,,,Camera 2
2,18778,655.8571428571432,355.1904761904767,1,625.9333333333333,,,Camera 2
2,18779,662.8095238095241,343.333333333334,1,625.9666666666667,,,Camera 2
2,18780,671.0476190476194,323.1428571428579,1,626,,,Camera 2
2,18781,680.714285714286,297.6666666666674,1,626.0333333333333,,,Camera 2
2,18782,687.0952380952384,278.0952380952388,1,626.0666666666667,,,Camera 2
2,18783,691.8571428571432,264.9523809523816,1,626.1,,,Camera 2
2,18784,696.619047619048,254.57142857142918,1,626.1333333333333,,,Camera 2
2,18785,702.0000000000003,242.8095238095244,1,626.1666666666666,,,Camera 2
2,18786,709.0952380952385,228.8571428571434,1,626.2,,,Camera 2
2,18787,717.3809523809527,211.23809523809578,1,626.2333333333333,,,Camera 2
2,18788,722.52380952381,200.52380952381,1,626.2666666666667,,,Camera 2
2,18789,726.3809523809529,191.95238095238142,1,626.3,,,Camera 2
2,18790,730.9523809523814,184.42857142857184,1,626.3333333333334,,,Camera 2
2,18791,734.9523809523814,176.47619047619082,1,626.3666666666667,,,Camera 2
2,18792,741.2857142857148,167.80952380952414,1,626.4,,,Camera 2
2,18793,748.5714285714289,159.09523809523841,1,626.4333333333333,,,Camera 2
2,18794,751.9523809523814,154.85714285714312,1,626.4666666666667,,,Camera 2
2,18795,754.3333333333338,152.1428571428574,1,626.5,,,Camera 2
2,18796,756.2380952380956,148.52380952380975,1,626.5333333333333,,,Camera 2
2,18797,757.6666666666667,145.23809523809527,1,626.5666666666667,,,Camera 2
2,18798,762.0952380952382,141.8809523809524,1,626.6,,,Camera 2
2,18799,771.8571428571435,138.2857142857144,1,626.6333333333333,,,Camera 2
3,19745,590.4285714285708,316.142857142857,1,658.1666666666666,,,Camera 2
3,19746,590.4999999999998,315.23809523809535,1,658.2,,,Camera 2
3,19747,593.0714285714284,315.3809523809526,1,658.2333333333333,,,Camera 2
3,19748,597.1428571428576,316.23809523809547,1,658.2666666666667,,,Camera 2
3,19749,601.8095238095241,317.2380952380954,1,658.3,,,Camera 2
3,19750,604.8095238095242,317.857142857143,1,658.3333333333334,,,Camera 2
3,19751,608.0000000000003,320.1904761904764,1,658.3666666666667,,,Camera 2
3,19752,611.7619047619052,324.80952380952397,1,658.4,,,Camera 2
3,19753,616.0000000000005,332.00000000000006,1,658.4333333333333,,,Camera 2
3,19754,618.6190476190479,339.3333333333335,1,658.4666666666667,,,Camera 2
3,19755,622.4285714285719,347.38095238095264,1,658.5,,,Camera 2
3,19756,623.3333333333337,347.85714285714334,1,658.5333333333333,,,Camera 2
3,19757,624.4761904761909,339.61904761904816,1,658.5666666666667,,,Camera 2
3,19758,626.4285714285718,323.238095238096,1,658.6,,,Camera 2
3,19759,627.7142857142862,299.95238095238176,1,658.6333333333333,,,Camera 2
3,19760,629.3809523809529,274.8095238095246,1,658.6666666666666,,,Camera 2
3,19761,633.0000000000003,255.6190476190483,1,658.7,,,Camera 2
3,19762,634.2857142857148,242.0000000000006,1,658.7333333333333,,,Camera 2
3,19763,636.0000000000005,232.5238095238101,1,658.7666666666667,,,Camera 2
3,19764,638.571428571429,224.47619047619094,1,658.8,,,Camera 2
3,19765,639.8095238095243,213.61904761904802,1,658.8333333333334,,,Camera 2
3,19766,641.2857142857148,204.14285714285757,1,658.8666666666667,,,Camera 2
3,19767,643.1428571428576,194.66666666666708,1,658.9,,,Camera 2
3,19768,643.1428571428577,187.80952380952422,1,658.9333333333333,,,Camera 2
3,19769,643.1428571428577,181.00000000000034,1,658.9666666666667,,,Camera 2
3,19770,645.2857142857148,173.23809523809558,1,659,,,Camera 2
3,19771,645.9047619047623,163.9047619047622,1,659.0333333333333,,,Camera 2
3,19772,646.1428571428577,159.4285714285717,1,659.0666666666667,,,Camera 2
3,19773,647.4761904761909,155.04761904761932,1,659.1,,,Camera 2
3,19774,647.4285714285719,151.33333333333354,1,659.1333333333333,,,Camera 2
3,19775,648.0476190476193,147.21428571428572,1,659.1666666666666,,,Camera 2
3,19776,649.1190476190479,143.78571428571428,1,659.2,,,Camera 2
3,19777,650.8095238095243,141.5476190476191,1,659.2333333333333,,,Camera 2
4,20789,595.5952380952377,319.9285714285712,1,692.9666666666667,,,Camera 2
4,20790,603.3809523809525,319.30952380952385,1,693,,,Camera 2
4,20791,609.5952380952384,319.30952380952397,1,693.0333333333333,,,Camera 2
4,20792,614.9047619047622,320.0952380952383,1,693.0666666666667,,,Camera 2
4,20793,620.0952380952384,321.80952380952397,1,693.1,,,Camera 2
4,20794,626.3333333333336,324.6666666666668,1,693.1333333333333,,,Camera 2
4,20795,631.6666666666669,329.4285714285715,1,693.1666666666666,,,Camera 2
4,20796,639.3809523809527,334.3333333333334,1,693.2,,,Camera 2
4,20797,648.5238095238097,342.5238095238096,1,693.2333333333333,,,Camera 2
4,20798,654.6190476190478,352.0000000000002,1,693.2666666666667,,,Camera 2
4,20799,660.8095238095241,357.619047619048,1,693.3,,,Camera 2
4,20800,666.571428571429,353.6666666666672,1,693.3333333333334,,,Camera 2
4,20801,671.8571428571431,339.42857142857207,1,693.3666666666667,,,Camera 2
4,20802,678.0476190476194,317.285714285715,1,693.4,,,Camera 2
4,20803,686.9047619047623,294.8095238095246,1,693.4333333333333,,,Camera 2
4,20804,693.5714285714289,278.3809523809531,1,693.4666666666667,,,Camera 2
4,20805,699.4285714285718,266.76190476190544,1,693.5,,,Camera 2
4,20806,704.0476190476194,255.38095238095298,1,693.5333333333333,,,Camera 2
4,20807,710.3333333333337,243.61904761904816,1,693.5666666666667,,,Camera 2
4,20808,715.8571428571432,231.5238095238101,1,693.6,,,Camera 2
4,20809,723.8571428571432,216.61904761904813,1,693.6333333333333,,,Camera 2
4,20810,729.52380952381,205.52380952381,1,693.6666666666666,,,Camera 2
4,20811,732.7142857142861,197.42857142857184,1,693.7,,,Camera 2
4,20812,735.4761904761909,190.76190476190516,1,693.7333333333333,,,Camera 2
4,20813,739.4285714285718,185.09523809523844,1,693.7666666666667,,,Camera 2
4,20814,743.8571428571435,179.2857142857146,1,693.8,,,Camera 2
4,20815,749.3333333333338,170.71428571428604,1,693.8333333333334,,,Camera 2
4,20816,752.7142857142862,164.80952380952408,1,693.8666666666667,,,Camera 2
4,20817,755.0952380952386,161.1428571428574,1,693.9,,,Camera 2
4,20818,757.619047619048,159.23809523809544,1,693.9333333333333,,,Camera 2
4,20819,760.2380952380953,158.4761904761905,1,693.9666666666667,,,Camera 2
4,20820,763.3809523809525,157.0476190476191,1,694,,,Camera 2
4,20821,767.3809523809531,153.61904761904773,1,694.0333333333333,,,Camera 2
5,21797,594.1904761904757,316.4523809523808,1,726.5666666666667,,,Camera 2
5,21798,599.0238095238095,315.23809523809535,1,726.6,,,Camera 2
5,21799,603.2380952380955,315.309523809524,1,726.6333333333333,,,Camera 2
5,21800,607.0000000000003,316.33333333333354,1,726.6666666666666,,,Camera 2
5,21801,610.5714285714289,317.4285714285716,1,726.7,,,Camera 2
5,21802,613.5238095238099,319.76190476190493,1,726.7333333333333,,,Camera 2
5,21803,616.9523809523813,322.7619047619049,1,726.7666666666667,,,Camera 2
5,21804,620.4761904761908,327.1428571428572,1,726.8,,,Camera 2
5,21805,627.5238095238099,334.61904761904776,1,726.8333333333334,,,Camera 2
5,21806,632.1428571428575,342.28571428571445,1,726.8666666666667,,,Camera 2
5,21807,636.7619047619052,349.71428571428606,1,726.9,,,Camera 2
5,21808,642.3809523809527,346.42857142857184,1,726.9333333333333,,,Camera 2
5,21809,647.761904761905,336.3809523809525,1,726.9666666666667,,,Camera 2
